,Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email,Phone_Number,Country
48,CUST0049,Tara Rodriguez,Male,27,Chennai,2023-06-28,2025-08-19,36938,1.0,jamiebennett@hotmail.com,+1-595-336-7396x8495,India
49,CUST0050,Kristin Thornton,Male,38,Indore,2025-09-25,2024-05-28,9640,5.0,wrong_email.com,162-749-6312,Canada
50,CUST0051,Patrick Bullock,Male,32,Delhi,2025-09-02,2026-02-22,24248,4.0,vflores@powell-arnold.com,626.863.1917,India
51,CUST0052,Victor Williams,Male,51,Pune,2025-01-29,2025-01-14,14402,2.0,lscott@fitzgerald-glass.com,12345,Canada
52,CUST0053,Anna King,Male,38,Pune,2023-02-23,2025-10-22,24248,3.0,petersontiffany@martin.com,12345,Canada
53,CUST0054,Ms. Amy Grant,Male,33,Bhopal,2021-06-12,2025-05-16,24248,4.0,wrong_email.com,196-481-2744,India
54,CUST0055,Tyler Thomas,Other,49,Delhi,2022-02-01,2026-03-03,27270,3.0,caldwellcourtney@riley-stephens.com,(698)459-9220,India
55,CUST0056,Tammy Ruiz,Other,26,Chennai,2024-04-24,2026-03-18,24248,3.0,garyprice@trevino.org,(226)184-9449,USA
56,CUST0057,Andrea Jones,Other,42,Pune,2022-05-22,2026-03-18,24809,4.0,wrong_email.com,384-021-9296x11014,Canada
57,CUST0058,Gina Rodriguez,Other,58,Indore,2021-08-31,2025-05-03,13510,3.0,samanthacole@hines.com,(793)840-6471,USA
58,CUST0059,Johnathan Howard,Female,24,Pune,2023-12-20,2024-06-04,24248,4.0,timothylee@yahoo.com,1629697514,India
59,CUST0060,Stephanie Lyons,Female,21,Pune,2025-02-10,2024-05-10,17895,1.0,rmeyer@wood-smith.biz,001-478-622-3652,Canada
60,CUST0061,Ronnie Day,Female,58,Pune,2026-01-18,2024-12-05,24248,5.0,belldawn@yahoo.com,462.401.6130x3640,India
61,CUST0062,Jose Palmer,Female,30,Delhi,2023-01-23,2024-08-17,45553,1.0,williamsgerald@hughes.biz,(649)701-8529,India
62,CUST0063,Janet Rodriguez,Male,18,Pune,2021-05-14,2026-01-22,22350,3.0,rmiller@yahoo.com,607-507-3629,Canada
63,CUST0064,Larry Hunt,Male,40,Mumbai,2022-11-11,2025-07-04,40246,5.0,wrong_email.com,12345,UK
64,CUST0065,Darlene Logan,Female,60,Chennai,2023-07-31,2024-05-15,21149,3.0,wrong_email.com,135.857.7864,Canada
65,CUST0066,Carolyn Mcintosh,Other,38,Pune,2024-06-03,2024-12-04,13433,3.0,morgan38@leblanc.com,(767)040-5896x433,Canada
66,CUST0067,Alexandra Rodriguez,Male,38,Pune,2023-09-04,2024-11-20,8153,3.0,hmichael@hebert.info,12345,Canada
67,CUST0068,Jose Long,Male,58,Bhopal,2021-07-17,2025-03-09,38271,2.0,colinlin@camacho-roberts.info,702.928.8515,India
68,CUST0069,Daniel Kim,Male,44,Pune,2024-11-07,2024-06-01,24248,5.0,guerravicki@hotmail.com,(581)077-5111x1187,Canada
69,CUST0070,Olivia Brewer,Other,35,Bhopal,2023-03-17,2024-06-01,24248,1.0,martintheresa@gmail.com,(468)851-6985x07864,Canada
70,CUST0071,Andrea Jones,Female,26,Indore,2021-12-06,2025-07-03,24248,4.0,kimlynn@yahoo.com,123-653-2499,USA
71,CUST0072,Faith Townsend,Female,36,Pune,2023-09-16,2025-03-07,12238,2.0,baileymatthew@guzman.com,931.817.9075,UK
72,CUST0073,Shaun Chandler,Other,38,Pune,2023-11-10,2024-05-25,15629,3.0,xgordon@bell-james.com,706.852.7743x7234,India
73,CUST0074,Victoria Hughes,Female,38,Indore,2024-10-08,2026-03-07,24248,4.0,hector71@smith.com,201.370.2563,USA
74,CUST0075,Ryan Wagner,Female,56,Pune,2023-01-15,2025-04-02,11554,1.0,robertsalinas@allen.net,12345,USA
75,CUST0076,Brian Martinez,Female,19,Chennai,2022-05-26,2024-09-08,24248,5.0,lroberts@gmail.com,962-049-4671x115,India
76,CUST0077,Shannon Taylor,Other,47,Pune,2024-03-14,2024-07-18,46148,2.0,wrong_email.com,+1-657-299-8619,USA
77,CUST0078,Michele Freeman,Female,38,Mumbai,2024-06-18,2025-01-30,24248,1.0,tnguyen@hotmail.com,+1-807-937-4783,USA
78,CUST0079,Brian Smith,Female,52,Indore,2021-12-09,2025-11-04,1394,2.0,kristen39@hotmail.com,(079)661-4534,UK
79,CUST0080,Kimberly Owen,Female,34,Pune,2023-07-20,2025-08-14,13339,2.0,whitekimberly@johnson-li.biz,001-971-289-4373,Canada
80,CUST0081,Karla Baker,Other,60,Pune,2026-01-13,2024-11-17,5672,3.0,wrong_email.com,001-373-370-8811x3544,USA
81,CUST0082,Mary Day,Male,38,Pune,2023-12-15,2025-09-18,1890,3.0,timothy35@gmail.com,+1-155-120-3383x29689,Canada
82,CUST0083,Elizabeth Gonzales,Female,26,Pune,2026-03-27,2024-05-26,38887,2.0,dixoncindy@gmail.com,883.227.0876x916,Canada
83,CUST0084,Tracy Velazquez,Female,38,Delhi,2022-01-07,2026-03-02,7745,3.0,wrong_email.com,+1-231-250-8828x2156,USA
84,CUST0085,Richard Hamilton,Male,30,Delhi,2023-09-16,2025-04-14,39734,3.0,kevinwillis@ali.net,155.718.8364x57470,USA
85,CUST0086,Cindy Armstrong,Male,38,Mumbai,2025-06-11,2025-04-14,24248,2.0,maxwell19@gmail.com,12345,Canada
86,CUST0087,Joshua Lin,Male,30,Chennai,2022-08-31,2025-04-14,21655,4.0,tina37@yahoo.com,555-323-7740,UK
87,CUST0088,Debbie Williams,Male,35,Indore,2022-01-18,2024-07-01,21229,1.0,marcbrown@yahoo.com,398-488-7664x1521,UK
88,CUST0089,Stephen Ryan,Female,60,Mumbai,2025-08-06,2024-06-05,24248,2.0,kevinjohnson@gmail.com,+1-249-904-0448,India
89,CUST0090,Eric Marks,Male,60,Mumbai,2023-10-27,2025-01-17,25608,3.0,ysmith@elliott.org,560-356-3989,India
90,CUST0091,Jennifer Giles,Male,38,Chennai,2025-07-09,2024-12-26,24248,3.0,wrong_email.com,944.717.7483x752,Canada
91,CUST0092,Sarah Gamble,Female,49,Chennai,2024-11-19,2025-05-02,14209,1.0,rickyblake@hotmail.com,+1-798-721-7234,India
92,CUST0093,John Gonzalez,Other,31,Chennai,2026-03-09,2024-11-04,24248,3.0,laura70@yahoo.com,(969)915-6896,India
93,CUST0094,Brian Turner,Female,59,Bhopal,2025-06-04,2024-12-22,29515,2.0,wrong_email.com,(274)054-6821x2088,Canada
94,CUST0095,Ashley Arnold,Female,18,Delhi,2022-11-10,2024-09-04,32083,4.0,kathychavez@quinn.biz,975.708.4504x741,USA
95,CUST0096,Gina Trujillo,Male,25,Indore,2025-01-30,2024-09-04,24248,3.0,thomasjanet@reyes.com,588-793-7642x769,Canada
96,CUST0097,Joseph Smith,Female,38,Pune,2025-08-05,2025-04-27,2470,3.0,richardjackson@nunez.org,219.225.2008x5235,Canada
97,CUST0098,Daniel Lewis,Other,40,Pune,2022-04-19,2025-01-04,30488,5.0,ymorris@hotmail.com,+1-382-794-6556,Canada
98,CUST0099,Donna Reyes,Female,31,Pune,2022-05-24,2024-10-01,38587,3.0,brookscristian@reyes-meyer.net,(616)817-9095x92312,UK
99,CUST0100,John Barton,Female,30,Pune,2025-10-15,2024-10-01,33373,3.0,vsalazar@horn.com,275-011-6739x72769,Canada
100,CUST0101,Melissa Pierce,Other,34,Pune,2024-10-21,2026-02-11,24248,3.0,bradley50@mathis-sweeney.info,939-003-0556,India
101,CUST0102,Annette Ramirez,Female,38,Delhi,2025-11-16,2025-07-09,22437,4.0,john26@yahoo.com,001-089-271-6608x399,Canada
102,CUST0103,Megan Peterson,Female,41,Delhi,2023-01-11,2026-01-29,38317,2.0,mitchelljulie@gmail.com,364-985-0333x474,Canada
103,CUST0104,Raven Cross,Other,34,Chennai,2024-07-11,2025-08-19,39038,1.0,fisherkelly@gomez.org,397.734.6377x07504,USA
104,CUST0105,William Williams,Female,29,Pune,2025-04-05,2024-09-27,14476,2.0,amanda51@francis.com,12345,Canada
105,CUST0106,Laura Figueroa,Other,32,Mumbai,2022-12-15,2025-01-18,10330,3.0,wrong_email.com,552.629.8120,Canada
106,CUST0107,Jason Byrd,Male,38,Mumbai,2022-06-08,2025-12-11,31202,1.0,ymays@gmail.com,117-871-8604x0582,Canada
107,CUST0108,Kathleen Thomas,Female,38,Bhopal,2022-07-18,2025-12-06,35150,4.0,matthewhorton@ponce.com,371-124-4195x165,Canada
108,CUST0109,Steven Hunt,Female,32,Bhopal,2025-09-12,2025-03-31,33473,2.0,deancarolyn@patterson.com,+1-785-793-2493x54010,India
109,CUST0110,Rhonda Lee,Female,38,Pune,2025-07-15,2025-05-15,22068,1.0,eric25@hotmail.com,436-439-9986x03009,Canada
110,CUST0111,Jennifer Garrett,Female,50,Delhi,2024-05-26,2024-10-09,24248,4.0,wrong_email.com,+1-913-953-3027x63819,USA
111,CUST0112,Glenn Carroll,Female,48,Indore,2024-10-11,2025-05-25,37769,2.0,leewilliam@murphy.info,(703)165-0524x820,UK
112,CUST0113,Peter Garcia,Other,49,Indore,2022-08-08,2026-04-22,24248,3.0,samanthaochoa@hotmail.com,12345,USA
113,CUST0114,Maxwell Scott Jr.,Other,38,Delhi,2025-07-22,2026-01-25,24248,1.0,stephensscott@jennings.net,827-581-5756,USA
114,CUST0115,Wayne Wagner,Female,35,Pune,2023-01-29,2025-05-14,24248,1.0,jordan74@estrada.com,534.584.2787x1323,USA
115,CUST0116,Andrea Jones,Male,59,Pune,2023-03-21,2025-05-02,26047,3.0,fgordon@gmail.com,634.817.6563,USA
116,CUST0117,Katie Frazier,Male,40,Bhopal,2023-08-18,2024-09-29,35467,4.0,justin82@gmail.com,12345,India
117,CUST0118,Ms. Katherine Stone,Other,35,Pune,2022-11-13,2024-12-13,4839,4.0,xgibbs@yahoo.com,486-308-5888x12107,UK
118,CUST0119,Terry Moreno,Other,32,Bhopal,2023-02-25,2025-04-28,40692,5.0,jaclynkline@cox.net,+1-840-098-3155x58903,Canada
119,CUST0120,Crystal Patterson,Female,38,Delhi,2023-12-05,2024-11-27,24248,4.0,alexander70@gmail.com,2206004821,Canada
120,CUST0121,Kaitlyn Lowery,Male,24,Pune,2022-10-24,2025-06-06,27984,4.0,wrong_email.com,432.390.3881x466,Canada
121,CUST0122,Steven Duke,Female,30,Indore,2024-05-18,2025-06-06,16934,3.0,thomasthomas@flores-wade.info,713-053-9549,Canada
122,CUST0123,Kimberly Small,Female,43,Indore,2025-08-08,2025-10-14,13211,3.0,amandamorgan@adams-lewis.info,692-126-2951,Canada
123,CUST0124,Ashley Taylor,Male,40,Mumbai,2021-05-31,2025-11-24,39576,5.0,todd37@jackson-miles.biz,100.551.4184x565,UK
124,CUST0125,Nicholas Fitzgerald,Female,45,Pune,2022-12-16,2025-02-16,36809,2.0,kimberly59@martinez.net,12345,India
125,CUST0126,Dennis Singh,Other,36,Pune,2023-10-15,2024-07-22,8373,5.0,ysanchez@bailey-hamilton.com,+1-862-637-6722x142,Canada
126,CUST0127,James Stephens,Male,59,Mumbai,2021-07-20,2025-12-29,45908,4.0,turneramanda@hotmail.com,(181)187-7586x14099,UK
127,CUST0128,Martin Norton,Male,22,Pune,2025-07-04,2025-02-14,24248,3.0,joneskristen@jones.info,300.157.7836,USA
128,CUST0129,Lisa Diaz,Male,20,Chennai,2022-10-14,2025-06-28,13917,1.0,anna66@gmail.com,671.869.4735,USA
129,CUST0130,Joshua Martinez,Male,45,Pune,2022-07-05,2026-04-21,8604,4.0,jerry05@crawford-miller.com,(806)360-1666x12838,India
130,CUST0131,William Parsons,Other,33,Chennai,2023-09-25,2026-01-18,16851,1.0,jasmincox@gmail.com,417.415.8438x8832,Canada
131,CUST0132,Brian Wright,Other,35,Bhopal,2024-09-11,2025-02-17,10000,1.0,jennifer34@yahoo.com,12345,USA
132,CUST0133,Melissa Parrish,Other,39,Pune,2025-06-01,2025-11-23,32314,3.0,rojasedward@hotmail.com,001-133-546-8801,USA
133,CUST0134,Nathan Gutierrez,Female,23,Pune,2022-03-21,2024-07-10,24248,5.0,gibsonmindy@yahoo.com,(342)076-8786,Canada
134,CUST0135,Carl Daniels,Male,18,Delhi,2025-03-24,2026-04-11,24248,1.0,jessicaknight@levine.net,+1-775-645-1837x689,Canada
135,CUST0136,Jeremy Hancock,Other,51,Mumbai,2021-09-04,2026-04-11,29996,4.0,mathewyang@gmail.com,001-993-041-0322x07668,Canada
136,CUST0137,Shawna Garcia,Female,38,Delhi,2021-06-11,2024-05-26,47313,3.0,shawpatrick@gmail.com,471-725-1123x069,India
137,CUST0138,Christopher Sloan,Male,38,Mumbai,2022-12-08,2025-04-07,17031,3.0,ejackson@preston.net,001-502-033-4652x65131,Canada
138,CUST0139,Brian Park,Male,19,Bhopal,2022-12-22,2025-11-07,24248,3.0,mbaker@malone-smith.biz,001-607-561-8900x2322,USA
139,CUST0140,Stacey Hickman,Female,42,Chennai,2025-12-16,2026-02-22,38503,2.0,madisonpeck@hotmail.com,+1-525-704-4062x83489,Canada
140,CUST0141,Beth Santiago,Female,37,Bhopal,2024-01-22,2024-05-23,2359,3.0,kristenfields@james-obrien.biz,001-218-543-1616x066,Canada
141,CUST0142,Amanda Peters,Other,38,Chennai,2023-10-15,2026-04-25,24248,3.0,leedebra@castro.com,(916)751-6015,Canada
142,CUST0143,Christopher Miller,Other,38,Mumbai,2023-01-06,2024-12-03,24248,3.0,levyjohn@hernandez.com,778-799-1327x3322,Canada
143,CUST0144,Brandy Brewer,Female,18,Chennai,2026-02-21,2024-09-20,24248,2.0,vglover@gmail.com,098-225-7253,Canada
144,CUST0145,Andrea Jones,Female,25,Pune,2024-02-20,2025-10-26,24248,1.0,thomasowen@gmail.com,335.143.2621x220,Canada
145,CUST0146,Melissa Dunlap,Other,39,Pune,2022-05-12,2026-05-05,30599,1.0,pruiz@yahoo.com,9054396274,Canada
146,CUST0147,Stacey Stevens,Other,51,Pune,2021-05-13,2025-06-08,48301,3.0,richardsonbrian@clark-leach.com,+1-885-495-3268,India
147,CUST0148,Daniel Brown,Female,49,Indore,2023-11-03,2025-01-18,16657,3.0,dowen@yahoo.com,+1-960-718-2571x876,UK
148,CUST0149,Melissa Cox,Female,38,Pune,2023-02-25,2025-01-18,24248,4.0,roseeric@olson.com,(846)225-6591x125,Canada
149,CUST0150,Timothy Fuller,Female,51,Pune,2025-09-15,2024-08-16,1453,1.0,gregorytony@hotmail.com,(439)181-0199,UK
150,CUST0151,Dr. Tom Baker Jr.,Other,52,Bhopal,2025-08-22,2025-01-09,29869,3.0,erikagomez@rowe.info,(348)319-8138,UK
151,CUST0152,Scott Moran,Female,42,Indore,2022-12-19,2024-06-27,25367,5.0,abrooks@humphrey-jensen.org,459-303-2774x7019,India
152,CUST0153,Michael Johnston,Female,50,Chennai,2023-12-07,2025-05-06,24248,2.0,sandrasanders@mack.com,733-501-5641,Canada
153,CUST0154,Travis Heath,Male,55,Indore,2025-11-14,2025-12-09,4219,5.0,tamaracooper@hotmail.com,+1-593-804-3307x46478,Canada
154,CUST0155,Kathleen Gonzales,Female,57,Pune,2024-05-05,2026-02-22,19412,3.0,wrong_email.com,(440)976-9174,Canada
155,CUST0156,Jasmine Howell,Female,48,Pune,2021-10-29,2025-05-21,47194,4.0,williamsrebecca@hotmail.com,9137270951,UK
156,CUST0157,Megan Shields,Male,23,Mumbai,2023-11-18,2025-02-03,6988,3.0,john84@morgan.com,441.684.7550x27514,Canada
157,CUST0158,Rachel Cervantes,Female,50,Delhi,2022-08-05,2025-07-05,46422,3.0,youngkathleen@gray-ortega.com,012-233-4777x5384,USA
158,CUST0159,Juan Craig,Female,33,Chennai,2026-01-21,2024-10-04,7920,4.0,mariathomas@jacobs.com,(781)779-4223,India
159,CUST0160,David Taylor,Female,36,Bhopal,2023-01-15,2024-10-22,21498,5.0,lburnett@allen-case.com,001-612-515-2966x434,Canada
160,CUST0161,Curtis Stuart,Female,38,Bhopal,2023-03-17,2024-08-16,13809,5.0,vickimacias@gmail.com,12345,USA
161,CUST0162,Chris Grant,Male,53,Delhi,2022-11-23,2025-09-23,24248,3.0,johnstonrebecca@wright-vasquez.com,489-713-0832x3787,UK
162,CUST0163,Elizabeth Montes,Female,36,Pune,2022-10-02,2025-04-23,32891,1.0,fcampbell@johnson-guerrero.org,713-567-9388x3954,Canada
163,CUST0164,Francisco Davis,Male,59,Indore,2021-05-30,2024-11-10,33019,5.0,christopher17@yahoo.com,(737)366-2661x2692,USA
164,CUST0165,Travis Romero,Male,40,Pune,2023-03-08,2024-08-20,3620,4.0,ibarron@gmail.com,12345,USA
165,CUST0166,Mary Lewis,Other,43,Mumbai,2023-09-13,2024-08-20,34056,5.0,johnsonalexandra@rios-carroll.com,231.995.6442x10849,India
166,CUST0167,Emma Ortiz,Male,51,Chennai,2022-04-16,2025-08-07,22513,5.0,adamflores@gmail.com,713-554-3504,Canada
167,CUST0168,Stanley Moore,Male,31,Indore,2022-04-05,2025-03-19,1380,3.0,nturner@hotmail.com,631.624.1846,USA
168,CUST0169,Annette Allen,Female,38,Chennai,2023-06-23,2024-11-15,49074,4.0,ggonzales@yahoo.com,12345,Canada
169,CUST0170,Robert Rangel,Female,38,Pune,2024-01-31,2024-09-03,24248,4.0,michaelmorris@leblanc.net,(603)938-0366x9677,UK
170,CUST0171,Michael Monroe,Female,46,Delhi,2023-06-08,2025-05-16,24248,2.0,ysolis@arnold.info,+1-574-464-3314x1146,Canada
171,CUST0172,Michelle Davis,Female,36,Bhopal,2022-05-10,2025-04-27,21631,3.0,ubray@gmail.com,12345,UK
172,CUST0173,John Francis,Female,52,Pune,2022-02-26,2024-11-16,4390,3.0,npatel@osborn.biz,(734)997-8822x1203,USA
173,CUST0174,Patrick Lawson,Male,36,Indore,2025-04-25,2024-11-16,47886,3.0,huertalogan@mathews-sloan.com,001-186-495-3613x01166,UK
174,CUST0175,Richard Oneill,Male,31,Mumbai,2025-08-15,2025-09-26,24248,1.0,martindavid@rodriguez.net,001-479-933-3268x1907,USA
175,CUST0176,Joseph Porter,Female,45,Delhi,2023-08-05,2025-08-23,24248,3.0,jasongates@yahoo.com,12345,Canada
176,CUST0177,Billy Barnes,Female,38,Bhopal,2023-02-25,2024-10-24,24248,4.0,wrong_email.com,557.033.2694,Canada
177,CUST0178,Elizabeth Gay,Female,38,Bhopal,2023-03-08,2026-02-12,24248,3.0,amanda24@allen.com,979-235-2824x64800,UK
178,CUST0179,Sarah Davis,Female,54,Mumbai,2023-11-06,2026-02-12,24248,3.0,wrong_email.com,(844)122-7002x394,UK
179,CUST0180,Linda Robertson,Male,38,Bhopal,2023-11-12,2025-01-06,13202,3.0,oharvey@gmail.com,439-424-7094,India
180,CUST0181,Heather Long,Other,38,Bhopal,2026-01-09,2025-07-06,24248,5.0,wrong_email.com,+1-772-446-4259x98090,UK
181,CUST0182,Juan Patel,Female,38,Indore,2021-05-10,2025-03-09,37207,2.0,robinsontammy@williams-sanders.info,370.681.2080x73412,Canada
182,CUST0183,Jonathon Martinez,Female,60,Chennai,2025-08-21,2024-05-06,24248,2.0,dunnjessica@goodwin-mccarthy.net,001-840-267-2442,Canada
183,CUST0184,Todd Murray,Male,23,Delhi,2024-05-02,2026-01-17,24248,5.0,kathleengonzalez@gmail.com,001-669-946-8356x54916,UK
184,CUST0185,Gregory Fields,Female,42,Bhopal,2022-07-15,2025-01-13,7583,2.0,brownalexandra@hotmail.com,001-861-045-4074x6061,UK
185,CUST0186,Thomas Stewart,Other,38,Indore,2024-12-16,2026-05-01,13326,1.0,norman79@yahoo.com,001-784-301-3515,Canada
186,CUST0187,Mary Snyder,Female,57,Indore,2025-11-30,2025-10-18,16344,5.0,emiller@young.com,001-009-832-6321,USA
187,CUST0188,Emily Prince,Other,38,Indore,2021-12-08,2025-07-17,34934,4.0,wrong_email.com,001-515-717-7724,Canada
188,CUST0189,Ashley Simmons,Male,19,Mumbai,2024-08-27,2026-03-11,3655,3.0,hughesbrian@gmail.com,(967)996-9702,UK
189,CUST0190,Sarah Jenkins,Female,54,Mumbai,2023-01-29,2026-03-06,24248,5.0,martinezjeremiah@jones.net,001-216-234-7460,USA
190,CUST0191,Jay Christian,Female,38,Indore,2023-10-28,2025-11-03,24248,2.0,natashacannon@castro.com,12345,UK
191,CUST0192,Katelyn Bush,Female,31,Pune,2021-08-24,2025-11-03,24248,5.0,aprilvelasquez@hotmail.com,+1-454-986-4801x36700,Canada
192,CUST0193,Cindy Holmes,Other,31,Delhi,2023-10-19,2026-04-26,25842,3.0,christina04@mendez.biz,844.627.2029,India
193,CUST0194,Jason Ramirez,Female,53,Mumbai,2022-07-25,2025-04-12,24248,2.0,john14@wiggins.biz,4889871484,Canada
